id|sentimen|attribute_new|clean_tweet
1576|netral|lapangan kerja| era pemerintahan jokowi pemerataan ekonomi
1579|positif|lapangan kerja| daniel menangkap prabowo kesalahan langkah perbaikan ekonomi nasional salah arah
1583|positif|lapangan kerja| nyatnaya pemerinta era jokowi mendukung perkembangan ekonomi digital
1589|negatif|lapangan kerja| gagasan jokowi smlm didebat ekonomi digital bikin ekonomi real bikin game mobil legenda return esemka
1590|netral|lapangan kerja| mengeluhkan ekonomi deindustrialisasi
1592|netral|lapangan kerja| asosiasi pengusaha bumiputera nusantara indonesia asprindo beranggota umkm dukung capres prabowo sandi program bebaskan pajak usaha keuntungan m
1593|netral|lapangan kerja| jngn bahas prabowo kesalahan slh sumberdaya ekonomi tanah air udara frekwensi sesuai uud asli dikelola negara seluasnya rakyat
0|negatif|kesejahteraan| indonesia dihargai bangsa asing berita hoax buatan penguasa
1|netral|kesejahteraan| batuan langka tasbih jokowi hadiah habib luthfi seharga mercy
8|netral|kesejahteraan| iya bener aa mantap pilihan pemimpin solusi menyalahkan pemimpin dismash bowo koalisi mengantam tmn koalisi plg pilih pemimpin rajin ibadah wajib ngaji jumatan
9|negatif|kesejahteraan| prabowosandi sepakat ambil gaji negara susah
11|positif|kesejahteraan| calon presiden jokowi program kartu pra kerja insentif kurun gaji cumacuma masyarakat beenghasilan
15|netral|kesejahteraan| mantulz mengisi tenang umroh kel tercinta istri anak ahirnya keluarga asset plg berharga sehat sll pakdeee
19|positif|kesejahteraan| prabowo tni puluhan ambil gajinya serupiah sandi wagub susah cari orang ambil gaji hasil kerja negara
21|negatif|kesejahteraan| teilih prabowosandiaga janji ambil gaji orangorang superkaya rendah hatilah berkonotasi angkuh
31|negatif|kesejahteraan| polri gakan ladenin pulisi pulisi gaji pake duit bukaan rakyat lapor tunggu ganti presiden
32|negatif|kesejahteraan| baguslah pendukung jokowi tebang pohon golok gergaji ranting pohon elektabilitas jokowi nyungseb lawan politiknya pendukung tolol dipelihara dasar ebong
40|netral|kesejahteraan| orang negeri menghargai prestasi jokowi dinegaranya mencaci
46|negatif|kesejahteraan| anggota id layak digaji malu diutamakan isi perut gede minim torehan prestasi cc
47|netral|kesejahteraan| gasah mengejek program jokowi program dipikirkan mateng program kis mari hargai menghujat
48|netral|kesejahteraan| monggo silahkan hak hargai perubahan
55|positif|kesejahteraan| menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan
60|positif|kesejahteraan| from sandiuno repost media app prabowosandi gagal fokus pembangunan besarbesaran berdampak langsung ekonomi kesejahteraan
61|negatif|kesejahteraan| alasan prabowosandi terima gaji menang negara susah
64|positif|kesejahteraan| janji ambil gaji menang pilpres prabowo bukti tulus
67|positif|kesejahteraan| kasih tau menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan
80|netral|kesejahteraan| orang dihargai raja arab saudi pemimpin
86|positif|kesejahteraan| mengharap ketulusan karyawan menuntut gaji
90|positif|kesejahteraan| ambil gaji serupiah teilih sbg presiden ri alm gus orang ihlas indonesia prabowo
91|netral|kesejahteraan| jokowima ruf bicara pengalaman prabowosandi janji ambil gaji
96|positif|kesejahteraan| jokowima ruf pemimpin indonesia penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya
107|netral|kesejahteraan| buka porov jateng ganjar kepala daerah contoh jokowi hargai atlet
120|netral|kesejahteraan| demokrat prabowo hargai kontribusi presiden
124|netral|kesejahteraan| jokowi pengusaha mebel solo mudzakir guru ngaji oleholeh muridnya sepulang jerman korek api zippo
126|netral|kesejahteraan| hargai sikap lgsg unfol tau mslah sblm aneh bikin tweet mention brsangkutan tujuan kontraproduktif lgsg diunfol
140|negatif|kesejahteraan| bener jokowi penghargaan dimana negeri sampe segitu menang kasihan rakyat
145|negatif|kesejahteraan| kpu pemerintah rezim berkuasa skarang salah prabowo memangnya gaji kpu presiden prabowo
146|negatif|kesejahteraan| denny menghinakan dihadapan publik hebat sayangnya tolol ilc ayam sayur nyentil agama otakmu belajar ngaji nyentil uah
175|netral|kesejahteraan| skill anak bangsa dihargai negara april tusuk prabowo sandi
183|netral|kesejahteraan| dirut pam jakpro diisi sandi pemenang tender penyedia susu perusahaan prabowo terungkap apalah arti uang recehan gaji pokok pejabat publik mending pencitraan diambil
202|positif|kesejahteraan| pernyataan penutup gemilang kartu mengambil gaji kali tps tusuk prabowo sandi ditambah lg prabowo dana desa inisiatif beliau menjabat sebgai ketua hkti dipolitisasi
228|negatif|kesejahteraan| gagal priode debat fokus ekonomi bahas games mobile legend berfaedah yai harta kekayaan prabowo urusan dngan negara fokus kebangsaan lengser
239|negatif|kesejahteraan| parah malaysia mba bayangkan jt beetumpu tps warga negara blh kritik blh marah liat pelaksana swperti gaji olh uang negara
246|netral|kesejahteraan| janji ambil gaji teilih prabowosandi ikuti jejak presiden terkenal
252|netral|kesejahteraan| prabowo sandi berniat ambil gaji menjabat gayanya donald trump gakmau digaji tajir
255|netral|kesejahteraan| cc kekurangan danakah tau plisss dibiarkan pendukung jokowiamin peduli hargai suara
258|negatif|kesejahteraan| jokowi merakyat dibilang pencitraan jokowi dibilang akting jokowi sholat dicela prabowo sholat ngaji wudhu salah melek ajesih udeh ketaker otak astaga
262|negatif|kesejahteraan| sampah id gajih mnang dngn
265|negatif|kesejahteraan| saiki pns podo turu lemes soale kerjoe bener diawasi mangkane nangis dukung prabowo ben iso turu gaji gede fakkk pahlawan jasa
270|netral|kesejahteraan| janji ambil gaji prabowosandi persis donald trump
283|negatif|kesejahteraan| kualitas obama wowo kayak langit comberan obama bermasalah karier wowo pecat trus gaji karyawan dibayar wowo lurah pinter jokowi pejabat beengalaman presiden bangun pret
286|netral|kesejahteraan| sodaqohkan gaji
296|negatif|kesejahteraan| berharap prabowo memahami menghargai koalisi surat kesepakatan menjadikan cawapres diingkari rakyat kawan politik kepentingan
305|netral|kesejahteraan| kekompakan persatuan menghargai menghormati melengkapi bangsa beikir maju kedepan
306|negatif|kesejahteraan| lahh games beli mobil mewah beli rumah pendapatan dapet penghargaan kasih makan orng rumah lw bilang berbobot lw hidup jaman soeharto orbaaaa hiduppp cendana
312|netral|kesejahteraan| kondisi bumn goyah prabowo subianto badan usaha milik negara bumn benteng perekonomian nasional goyah dikutip
316|negatif|kesejahteraan| dipikirnya pengembangan esport main aplikasi smartphone mulainya main aplikasi manfaatnya pengangguran digaji baca buka wawasan mpermalukan gen z
319|netral|kesejahteraan| prabowo sandi jokowi semenjak walikota gaji beliau kasihkan warga solo membutuhkan
320|positif|kesejahteraan| prabowosandi pasangan harmonis mengerti posisinya masingmasing pencintraan kepurapuraan menghargai beda pasangan goal getter boneka
330|positif|kesejahteraan| state menaikan gaji tunjangan prabowo berjanji menaikan
333|negatif|kesejahteraan| yuuk amal hadiahnya mencoblos prabowosandi presidenwapres digaji gila
337|positif|kesejahteraan| rakyat indonesia bangga jokowi dihargai raja arab saudi terima kasih
380|negatif|kesejahteraan| gaji karyawan belom dibayar prabowo dibayar pake
384|netral|kesejahteraan| kalimat penutup debat mengambil gaji serupiah diinfaqkan kaum du afa anak yatim
399|positif|kesejahteraan| dasar ego menghargai wakilnya lihat prabowo sandi melengkapi
408|positif|kesejahteraan| mencoblos prabowo sandi membantu beramal beliau gajinnya kaum dhuafa anak yatim membutuhkan
414|positif|kesejahteraan| bersedekah mencoblos beramal gaji anak yatim dhuafa bersedekah
421|netral|kesejahteraan| mohon bilang pangeran muhammad bin salman tolong direalisasikan beli biar kesusahan bayar gaji beli pemainnya
422|positif|kesejahteraan| hahahaha tema debat perekonomian pikir segi pertanian jual beli sembako hubungannya kondisi perekonomian negara negara agraris paham maksudnya cari maksud negara agraris debat
431|netral|kesejahteraan| jalannya debat jokowi sandiaga uno ibuibu mengeluh hargaharga
432|netral|kesejahteraan| teilih prabowosandi takkan ambil gaji negara segini gaji presiden wapres manado
435|positif|kesejahteraan| prabowosandi paslon pemaparan visi misi pro rakyat hubungan nyapun harmonis dwi tunggal menyumbangkan gajinya maklum tajir
440|positif|kesejahteraan| maksud sombong menghidupi keluarga kartu pabowosandi melanjutkan janji pilih saudara ekonominya beruntung terbantu kartu
443|positif|kesejahteraan| setuju macro ekonominya jokowi jago rancangan ditulis ahli ahli merancang pembangunan indonesia jokowi memahami
445|positif|kesejahteraan| bagus berharga jokowi
446|negatif|kesejahteraan| infrastruktur bagus roda perekonomian jalan cuman nguntungin asing aseng pilih pemimpin pro rakyat pribumi yaaa
461|positif|kesejahteraan| semoga tol trans sumatra perekonomian indonesia lancar maju
465|positif|kesejahteraan| gajinya dibayar tusuk prabowo sandi veool juara liga tusuk prabowo sandi
467|positif|kesejahteraan| mahal harganya gabisa diturunin missqueen pengen jalan tol pake mobil pribadi bilang kerja biar missqueen nyari kerja kaya nyari jodoh gampang tcoy
469|netral|kesejahteraan| prabowo sandi pengusaha digaji menggaji
470|netral|kesejahteraan| tolong lihat dampak buruknya bing manfaat mudharatnya pahami membenarkan segi keekonomiannya
471|positif|kesejahteraan| ucapan menyumbangkan gajinya teilih memantapkan menentukan pilihan
472|netral|kesejahteraan| prabowosandi ambil gaji sepeser teilih
476|negatif|kesejahteraan| tolong bedakan startup monetizing hobi monetize startup nilai keekonomian hobi segelintir orang melakukannya kebutuhan allah seh bedanya lebar
481|negatif|kesejahteraan| percya gaji dsumbangkan presiden bearti fix orang dungu
490|netral|kesejahteraan| bangsa bangsa menghargai budayanya indonesia nusantara
493|negatif|kesejahteraan| dampaknya ekonominya gimana otak otak plonga plongo
553|netral|kesejahteraan| kartu jokowi jurus jitu program kesejahteraan peningkatan ekonomi indonesia
554|negatif|kesejahteraan| buanyak beeng nyinyirin janji ambil gaji miris liat kelakuan orang jempolnya loncer gini tau nyinyirin orang shodaqoh ciri munafiqun lihat tawbah
560|positif|kesejahteraan| setuju tweet perkataan salah kena tuntut menghargai pakai sopan santun berbicara
561|positif|kesejahteraan| ari percaya prabowo sandiaga ngambil gaji gajinya cuman juta rupiah notabene cuman recehan diimingimingi bikin goyah berubah haluan kubu
563|negatif|kesejahteraan| asn dinaikin prabowo gaji honorer dijadiin asn serius sakit hati ma janji prabowo
584|negatif|kesejahteraan| ohh prabowo ikuti karyawannya mengambil gajinya
587|negatif|kesejahteraan| hadeh susah otaknya ketinggal jaman batu jokowi melek digital onlen onlen bayar gaji pegawai ngurus perusahaan gmb ngurus negara
596|netral|kesejahteraan| paguyuban suamisuami gaji paspasan nuntut beliin tas hermes
600|negatif|kesejahteraan| ambil gaji makan hasil gaji memakan tubuh
606|negatif|kesejahteraan| mestinya liat kesana mukanya cling fasionable happy susah mrk ekonominya sederhana mrk dtg bahagia bangga bayar cebong makmur lahir bathin
607|positif|kesejahteraan| oohh baiklah pemirsah beda judul diambil cash transfer judulnyaaaaa gajian
609|netral|kesejahteraan| korsel main game starcraft sampe bener pro bener mainnya negaranya maju militernya kuat ekonominya kuat
621|positif|kesejahteraan| pilih sby jk dihargai capres pilih menang periode demokrat aman pemilu world
624|netral|kesejahteraan| prabowo sandi menang berjanji mengambil gajinya
635|positif|kesejahteraan| hahahaha sumbang gaji om dana operasional presiden wapres berani kagak dana operasional mknya knp beli sabun m sepeda sembako dana operasional rakyat
642|positif|kesejahteraan| gaji buta mending laporkan prabowo izin allah beliau presiden gantiin
646|positif|kesejahteraan| data keliatan zaman jokowi infrastruktur nambah dimana dana desa triliunan desa bergerak ekonominya gila keren emang indonesia zaman jokowi keren pastinya periode
668|netral|kesejahteraan| gaji terima insentif kegiatan klarifikasi kpk sistem pengujian lhkpn lakukan kpk
669|positif|kesejahteraan| pakdeku juarakkk presiden menghargai driver lahh trus cs rese sapa knp suka meremehkann driver smua cs bgtu
679|positif|kesejahteraan| kritik prabowo hargai pemimpin pendahulu
689|positif|kesejahteraan| kadang bingung bersyukur infrastruktur jembatan mempermudah kegiatan perekonomian timur indonesia preaiden menang bangun jawa selesai dpt dukung jokowi menjalan pembangunan keadilan rakyat
697|netral|kesejahteraan| jumlh buku sale brap harganya tolong
703|negatif|kesejahteraan| jokowi ikutan mewakafkan negara heleh wakaf ambil gaji ambil gaji kampanye gaji negara
705|positif|kesejahteraan| best quote day mencoblos prabowo sandi berinfaq gaji disumbangkan kaum dhuafa anak yatim
708|negatif|kesejahteraan| kayak tentara mbak zaman firaun tentara digaji dikasih kekuasaan kelola perang dipakai budak pasukan berani mati profesi pekerjaannya budak dunia berkembang
720|negatif|kesejahteraan| edunnn sekelas menterinya sekelas pejabatnya pkb bisanya nyebar hoax id digaji rakyat ngapain temen nyebar hoax dibiarkan
723|positif|kesejahteraan| prabowo tau ambil gaji anggota info purna beda orang beda dgr prabowo jujur
727|positif|kesejahteraan| beramal pilih gaji ri disedekahkan allah mahakaya pemilihnya kebagian berkahnya
736|positif|kesejahteraan| gestur alami pencitraan nyontek menandakan ps menghargai rakyat mengamanahkan kepercayaan mrk sandi mengajak pilihan ragu mencoblos
737|negatif|kesejahteraan| gaji disumbang kerakyat jaman purba
739|positif|kesejahteraan| bisnis hardware esport pengekspor hardware dukung user pengaruh ekonomian seujung jari
740|netral|kesejahteraan| ambil gaji menang pilpres prabowosandi ikuti sederet presiden terkenal
743|negatif|kesejahteraan| saksi menghalangi ngejelasin menentukan tidaknya panitianya shi pikir panitianya digaji digaji
744|netral|kesejahteraan| bowo semlm debat salah kelola perekonomian presiden salah jokowi bowo
748|negatif|kesejahteraan| bhkan kalah cina ekonomi dgan korut persenjataan arttinya sehebat pemimpin negara orang miskin hilangkan
759|positif|kesejahteraan| jokowi sepakbola indonesia tujuan indonesia dihargai negara
766|negatif|kesejahteraan| membedakan uang rakyat gaji dimakan anak istrinya syahwat berkuasa
778|netral|kesejahteraan| refolusi mental apaaaa tolong jelasinnnnnnn sekolah penghasilannya
781|positif|kesejahteraan| gusdur dukung prabowo fatwah gusdur presiden paking ikhlas insya allah terbikti beliau kalah berkali beliau ikhlas melanjutkn perjuangan tdi mlm dengar terima gaji
785|negatif|kesejahteraan| akui perekonomian indonesia salah arah prabowo menyalahkan menawarkan solusi uud psl simpati mengadu domba rakyat butuh solusi pencitraan
789|positif|kesejahteraan| presiden prabowo wakil presiden sandiaga uno mengiklash gajinya negara rakyat best best
796|netral|kesejahteraan| unk makan gaji tersirat benak makan gaji bos pekerja menggaji orang gaji
806|netral|kesejahteraan| prabowosandi tolak terima gaji teilih besaran gajinya
817|positif|kesejahteraan| memilih coblos infaq gajinya prabowosandi infaqkan kaum dhuafa anak yatim indonesia
820|negatif|kesejahteraan| kampret mah digaji
825|positif|kesejahteraan| komentarnya bagus alangkah indshnya bilang jokowi lawan penantang gosipan warung aspirasi masyarakat indahnya menghargai
828|negatif|kesejahteraan| wkwkwkk uang gaji ln habis indonesia
830|netral|kesejahteraan| diutarakan jokowi kemaren esports berkontribusi perekonomian indonesia gamenya produksi gamedev lokal tingginya antusiasme potensi dibina pemerintah olahraga
831|netral|kesejahteraan| sby singapur video nyebar video lawas apapun prabowo menyalahkan pemerintahan akam coba perbaiki gaji disumbangkan tunjangan problem niat sapa tunjangannya disumbangkan
837|positif|kesejahteraan| prabowosandi ambil gaji sepeser teilih orang dunianya tinggal fokus panggilan pertiwi sbg sikap patriotik nasionalis keren salah alasan
843|positif|kesejahteraan| komitmen prabowosandi gajinya kaum dhuafa alhamdulillah subhanallah sejarah presiden wapres indonesia cc
844|netral|kesejahteraan| prabowosandi mengambil gaji teilih pilpres
847|negatif|kesejahteraan| mgkin tipe orang dokrin unk menghasilkan uang pekerja makan gaji akui pola pikir mayoritasnya jdi babu pekerja asing
849|negatif|kesejahteraan| kepres jokowi tgl april libur nasional tolong lindungi hak mencoblos kerja suruh masuk krj april masuk krj potong gaji tindak pengusaha taat kepres jokowi
856|negatif|kesejahteraan| jokowi terhormat april libur nasional kepres kerja masuk kerja masuk kerja april potong gaji tolonglah tindak pengusaha pengusaha taat kepres tolong lindungi hak
860|netral|kesejahteraan| video janji prabowosandi ambil gaji menang
861|negatif|kesejahteraan| dermawan tujukin tiganya cina aseng dibanggakan anti aseng pengusaha sukses kredit macet beda prabowo sandi presiden gajinya diderma
863|netral|kesejahteraan| tkn wo demokrat prabowo inti orba merusak cnn indonesia tkn menanggapi pernyataan prabowo menyalahkan presiden jokowi perekonomian indonesia pernyataan berujung walk out petinggi demokrat
883|positif|kesejahteraan| salah jokowi simple umr jakarta kerja jakarta gede cari gede emang gaji jt beresin rumah kagak temen pns golongan gajinya jt
885|positif|kesejahteraan| apapun hasilnya april mari hargai keputusan jokowi menjabat prabowo presiden ri jaga kedamaian nkri
886|positif|kesejahteraan| kayanya negri berjuta budayanya negara iri beragamnya budaya indonesia salah orang menghargai budaya melestarikanya dijadikan destinasi wisata daeraah
887|positif|kesejahteraan| perbedaan indonesia menghargai lakukan jokowi
893|positif|kesejahteraan| teana teesona chemistry lekat babang sandi muda dihargai kma sepuh diuwongke dim ulama siangnya beliau panggung
894|positif|kesejahteraan| uno prabowo komitmen gaji ambil hak semoga amanah lupa salam jari salam jak mania
903|netral|kesejahteraan| hak penuh pejabat gajinya boss tunjangan peruntukannya dipakai sembarangan
926|negatif|kesejahteraan| gaji tunjangan struktur gaji pejabat indonesia ajaib minim banget tunggangan fasilitas bejibun wan gabener berani melepas tunjangan rakyat
929|positif|kesejahteraan| coblos prabowo sandi pahala sedekah gaji prabowo sandi biberikan kwpada anak yatim dhuafa
933|positif|kesejahteraan| teman sejati amal bilang memilih prabowo sandi amal gaji beliau amal
949|positif|kesejahteraan| langsung om wowo mengapresiasi perekonomian negara dibawah kepemimpinan jokowi terima kasih om jokowi
950|positif|kesejahteraan| om wowo kesalahan jokowi kesalahan pemimpinpemimpin mengelola perekonomian negara alhamdulillah
956|netral|kesejahteraan| prabowosandi ambil gaji netizen subhanallah pemimpin sejati via
988|positif|kesejahteraan| bismillah rabu april mencoblos prabowo sandi samahalnya beramal gaji beliau disumbangkan dhuafa
994|netral|kesejahteraan| silahkan pilih prabowo sandi ambil gaji sepeser teilih
1009|negatif|kesejahteraan| prabowo emang prestasi pake logika mikir beda ma pendukung walkot solo dah dp penghargaan dunia masuk tookoh muslim beengaruh dunia wowo
1024|negatif|kesejahteraan| paradoks tuduh prabowo pro radikal tuduh prabowo hargai ijtimak ulama hadewww
1030|netral|kesejahteraan| memangnya jokowi ambil walikota solo jokowi ambil gajih sumbangkan
1038|negatif|kesejahteraan| gaji prbwo sandi jt kaum duafa uang tilep ratusan milyar masuk kantong pribadi hadeh miris
1045|netral|kesejahteraan| prabowo salahkan presiden jokowi hargai kontribusi sby
1046|positif|kesejahteraan| pemimpin negara presiden wakilnya menyerahkan gajinya rakyat keperluan rakyatnya prabowo
1048|negatif|kesejahteraan| penghasilan jokowi bisnis meubelnya gaji presidennya membodohi kaum kampret
1050|positif|kesejahteraan| janji gaji diambil bgawal ulama bener coba tps tusuk prabowo sandi
1055|positif|kesejahteraan| sahabat asykar moesa prabowo subianto sandiaga salahuddin uno teilih presiden wakil presiden menyumbangkan gaji kaum dhuafa menerima sepeseun komitmen berdua
1066|negatif|kesejahteraan| goblok dipelihara jamannya industri kreatif tau omzet pemilik komik juki ratusan juta bulannya woii digaji pengangguran kasian komik juki layak diapresiasi presiden jokowi
1077|negatif|kesejahteraan| prabowo meneladani karyawan ptkiani konon ambil gaji
1079|netral|kesejahteraan| menghargai jokowi andi
1089|netral|kesejahteraan| wahhh niru capressnya menghargai presiden jokowi jejeran artis lainnnya oom kasihan all out
1090|netral|kesejahteraan| prabowosandi ambil gaji sepeser teilih presiden
1112|positif|kesejahteraan| terharu baca reply betapa dihargai diapresiasinya jokowi orang
1120|netral|kesejahteraan| namanya jaman modern gaji ditransfer diambil teilih prabowosandi ambil gaji
1127|netral|kesejahteraan| kecewa demokrat prabowo hargai kontribusi sby
1130|netral|kesejahteraan| pernyataan penutup jokowima ruf kufur nikmat prabowosandi ambil gaji
1132|positif|kesejahteraan| semoga gaji guru madrasah tersejahtrakan semoga prabowosandi presiden wakil presiden republik indonesia aammiin
1142|positif|kesejahteraan| makasih allah skenario agung engkau hadirkan jaman cebong tunjukan pengkhianat munafik bangsa disaat engkau obat prabowo sandi kali sejarah asia tenggara presiden menyedekahkan gaji
1160|negatif|kesejahteraan| remeh temeh rakyat butuh rakyat butuh kesejahteraan kepastian hukum ekonomi stabil game menggambarkan kualitas sungguh naif memalukan
1162|negatif|kesejahteraan| pejabat digaji rakyat amanah rakyat nakutin beramai teriak nunjukin pangkat kacak pinggang angkuh giliran ganggu pemilu diem teriak kumis tebal
1166|netral|kesejahteraan| demokrat prabowo hargai kontribusi presiden sby
1196|positif|kesejahteraan| niat tulus relawan daerah menangkan menjadikan moment tragedi berharga bangsa negara
1208|negatif|kesejahteraan| iya sprtnya sehat raut wajah gubernurnya masak sampe biarin anak kagak makan kerjaan nye pencitraan mlulu dibayar rakyat makan gaji buta
1212|netral|kesejahteraan| presidenwapres gaji prabowosandi negara
1219|positif|kesejahteraan| teilih presiden ri gaji diambil diserahkan kepentingan rakyat masya allah
1243|netral|kesejahteraan| prabowosandi janji ambil gaji teilih
1244|negatif|kesejahteraan| hua skak mat menghalalkan rebut kekuasan merengek rengek dpt kekuasan berdalih ambil gaji ambil tunjangan dasarkampretgila
1248|netral|kesejahteraan| prabowosandi komitmen teilih kepala negara ambil gaji
1250|netral|kesejahteraan| pemimpin negara gaji paus fransiskus vatikan donald trump usa april ketiga prabowosandi satunya asia
1261|netral|kesejahteraan| debat pilpres teilih prabowo sandi ambil gaji
1268|negatif|kesejahteraan| apaaaaa gaji rakyat matamu kwi gajinya karyawan kiani kertas tanjung redeb berau
1277|positif|kesejahteraan| niat ambil gaji teilih nyinyir langsung nararongol gaji mah tunjangannya gede sedekah dipamerin kampanye bawa agama amal diterima pamer gusti gini hatred
1281|positif|kesejahteraan| closing statement mantap prabowo subiantosandiaga uno menyumbangkan gajinya kemaslahatan rakyat kaum dhuafa masyaa allah berhati mulia presiden wakil presiden mencari dunia allah ridhoilah berdua
1284|positif|kesejahteraan| lantik prabowosandi macan asia pemimpin asia gaji yourturnbro
1307|negatif|kesejahteraan| prabowo bilang rakyat indonesia miskin ngasih sumbangan tau rakyatnya miskin diterima smbngannya lol pendukunya bilang ekonomi susah nyumbang gede sinkron
1308|positif|kesejahteraan| mantan mertuanya membela mbak tabiat susah prabowo kepentingan kekuasaan legacy presiden persepsi prabowo menghargai
1316|negatif|kesejahteraan| trus digaji indonesia sjahtera lucu lucu
1339|negatif|kesejahteraan| dungu prabowo mah ikhlas gaji negara teilih
1341|negatif|kesejahteraan| jokowi sejarah hapus contoh naikin listrik sembako bbm gaji pns pilpres dtg acara pbb menterinya presiden grusak grusuk janji membebaskn abubakar ba asyir gajd asn jual beli jabatan novel
1383|positif|kesejahteraan| janji manis pilpres pks menang bebas pajak kendaraan prabowo sandi menang gaji kerja rakyat miskin jokowi menang pengangguran digaji menangkan
1386|negatif|kesejahteraan| adegan iconik debat prabowo ekonomi teuruk elite menguasai menikmati kekayaan bangsa ma prabowo oalah prabowo ngomongin
1406|negatif|kesejahteraan| miskin mental miskin harta miskin harga miskin ilmu mati ajalah kampret
1417|negatif|kesejahteraan| anak disuruh main calon pekerja dikasih kartu pengangguran dikasih gaji tka dikasih kerja mantull
1424|positif|kesejahteraan| jujur prabowo koar skrg nyapres ngambil gaji rupiah dah kerja ambil gaji rupiah jokowi terbaik
1438|netral|kesejahteraan| menangi pilpres prabowosandi ambil gaji
1443|positif|kesejahteraan| great closing statement from next indonesian leaders berkomitmen berdua mengambil gaji serupiah amanah
1462|negatif|kesejahteraan| perbodohan kebelet bat pen presiden ge santay kali janji ambil gaji menang pilpres prabowo bukti tulus
1465|netral|kesejahteraan| prabowosandi komitmen ambil gaji serupiah teilih dikemanakan gaji mobile
1472|netral|kesejahteraan| prabowo sandi berkampanye masyarakat antusias sumbangan uang lainlain jasa masyarakat dibalas ole prabowo sandi menerima gaji disumbangkan masayarakat
1481|positif|kesejahteraan| baca sejarah berdarah darahnya perekonomian china pembangunan infrastruktur kemudahan asing berinvestasi dikawasan industrinya lihat bgmn mrk ngaco diluar pemerintahannya hadeeeuh
1496|negatif|kesejahteraan| ambil gaji ambil uang fee proyek kkn korupsi uang karyawan gajan perusahaan merugi ambil gaji
1500|positif|kesejahteraan| gaji tujuan utama capres duit koruptor
1511|negatif|kesejahteraan| ambil gaji juta kebijakannya alirkan keuntungan trilyunan rupiah perusahaann pribadi dki janji basi
1519|positif|kesejahteraan| dukung enak banget nganggur gajih suruh main mobile legend
1537|positif|kesejahteraan| gaji prabowosandi diambil sepeseun membuktikan beliau mmg berjuang kepentingan rakyat bangsa negara
1571|netral|kesejahteraan| allah swt prabowo sandi keluasan berkomitmen mengambil gaji serupiah negara kaum yatim dhuafa
1577|netral|kesejahteraan| jokowi gaji plus tunjangan dibeliin sembako bwt kaum dhuafa
1580|positif|kesejahteraan| namnya alapalap otaknya lalapan berisik susahnya mengakui menghargai pekerja kerja fakta nyata diakui kebencian mendalam tergadang otak lhooo pindah jalur jalur waras
1624|negatif|kesejahteraan| brooo narasinya jaga baper prabowo subtansinya ekonominya salah arah jaee ngerusak arah karuan carut marut eknoomi
1627|negatif|kesejahteraan| majunya bangsa peradaban busuk ditumpuk lagu dijadikan reference memerintah dikemudian koruptor pensiun mengambil gaji
1634|netral|kesejahteraan| teilih prabowosandi ambil gaji yatim kaum dhu afa
1636|netral|kesejahteraan| debat pamungkas capres cawapres pemilu bahas ekonomi kesejahteraan sosial ri ri
1662|negatif|kesejahteraan| orang dijadikan parameter menggeneralisir ketidak berhasil perekonomian keadilan kesehahteraan masyarakat indonesia sungguh naif
1675|positif|kesejahteraan| komunitas olahraga deklarasi dukung jokowima ruf dihadiri puluhan atlet cabang olahraga ratusan simpatisan penghargaan kerja hebat jokowi olahraga indonesia
1676|negatif|kesejahteraan| ambil gaji layak presiden layak pemimpin indonesia indikatornya pemimpin
1682|positif|kesejahteraan| menggambil gaji upah bentuk keikhlasan membawa indonesia arah saudarasaudari percaya allah terbaik indonesia salam tenang
1684|positif|kesejahteraan| masyaallah niat tulus eksekusi insyaallah berbalas pahala berlimpah allah kali pimpin digaji salute mister and its
1699|negatif|kesejahteraan| hack profesor saididu dibayar jokowi tujuannya ilmu positif berharga akun orang kau handle amin pekerjaan namanya fitnah hoax
1717|positif|kesejahteraan| bukti tulus negara menerima gaji hak hasil kerja hrus diterima tulus indonesia serahkan pemerintahan jokowi biar indonesia lbh maju go international
1719|netral|kesejahteraan| jikateilih prabowo sandi ambil gaji
1729|negatif|kesejahteraan| judul fitnah kaset pilpres prabowo utang prabowo penculik prabowo pelanggar ham prabowo kasih gajih basi cong basi percaya berita inikan segelintir pendkung
1730|negatif|kesejahteraan| gaji dibayar kiani kertas pilih prabowo sandi
1732|negatif|kesejahteraan| prabowo sandi presiden janji make gajinya jokowaw kampanye pake fasilitas negara wkakwka
1733|negatif|kesejahteraan| prabowo pernak ketum hkti hasilnya pandai ngomong bilang ngaku terbaik nyalahkan mantan pemimpin rekam jejaknya mimpin perusahan hancur gaji thr karyawan beres
1751|positif|kesejahteraan| asiknya jokowi kerjanya nilai penilaian sudut pandang terserah menilai sudut pandang hargailah pilihan orang mendiskriminasi pilihan
1755|negatif|kesejahteraan| masuk logika cebong prabowo sandi berbicara lap kerja harga mrka miskin mrka kaya mrka peduli nasib rakyat krja bertahan seadanya bgtu jgalah peduli nasibmu biar hidup skedar ngejar nasi bngkus
1757|netral|kesejahteraan| watch pernyataan penutup prabowosandi berkomitmen mengambil gaji amanah youtube
1762|positif|kesejahteraan| ambil gajinya pribadi tega prabowo sandi ambil gaji ikhlas rakyat abang ambil hak bismilah
1765|positif|kesejahteraan| gaji pokok diambil fasilitas negara diambil gaji pokok sebulannya ambil akui hebat
