id|sentimen|clean_tweet
1920|positif| pemain mobile legend pubg seindonesia mendukung penuh jokowi presiden esport peduli nasib mudahmudahan harga diamond uc murah terjangkau
1921|negatif| om wowo menyebut kesalahan arah ekonomi indonesia salah presidenpresiden kacau
1922|negatif| real duo plonga plongo ngurus negara pake ekonomi mikro kelas rumah tangga mandala airlines bangkrut pabrik kertas berau bangkrut
1924|positif| jokowi optimis indonesia masuk ekonomi dunia
1938|negatif| capres paparkan keuangan investasi membahayakan nalar mengakibatkan shock ekonomi
1942|netral| wowo debat orientasi ekonomi indonesia jalur akibat ulah presiden jokowi bersalah bersalah
1946|netral| debat om wowo menilai kegagalan perekonomian tanggung capres petahana kacau
1952|netral| harga tiket pesawat mengurungkan niat orang pencoblosan dimana terdaftar pemilih hak suara hilang membeli tiket pesawat jalan darat
1955|negatif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presiden ekonomi indonesia baikbaik ngehoaks menyalahkan presiden
1956|negatif| sumantri senayan curhat jaman jokowi presiden harga pajama drive ribu ribu
1957|negatif| sandi mohon dicatat keluhan ponidibiar beso pidato mengeluh rejim harga persediannya type kosong trus dengarkan keluhan ponidi temen seindonesia
1958|netral| kelemahan prabowo sandi disangka warta ekonomi
1960|negatif| haean iba sby hargai prabowo rakyat menghargai beliau memimpin bangsa lakukan bangsa anak buah marah bosny
1961|netral| pengusaha puji kinerja ekonomi era jokowi
1962|netral| wowo debat orientasi ekonomi indonesia jalur akibat ulah presiden
1963|negatif| gaji gadiambil tunjangan milyaran bln diambil munafik pres kkn monopoli markup lunasin utng petusahaan wo rugi uno saratoga rugi urus perusahaan rugi urus neg punah
1964|positif| terbukti wagub dki gaji diambil emang debat jualan bakso anaknya diangkat saham games diangkat emang rakyat kenyang main games kocak kelas presiden
1966|negatif| jdi ekonomi indonesia hancur ulah sby jokowi sby periode mmbuat rakyat sejahtera ekonomi bobrok pk prabowo dismpaiknnya penuh semgat
1969|netral| ketua tkn erick thohir menyayangkan pernyataan calon oposisi om wowo menyalahkan presiden jokowi perekonomian negara kacau
1970|positif| gaji prabowo sandi disumbangkan pemimpin
1971|negatif| petinggi partai demokrat menerima kenyataan hinaan prabowo sby pertanda sby hargai kadernya marwah partai demokrat jatuh tersungkur mencederai perjuangan demokrat
1972|netral| jokowiprabowo takut blunder ekonomi terkupas
1973|positif| paham maksuf serang strategi ekonominya dirubah sistem sby pertumbuhan bagus lbh diaebabkan sby py posisi kuat politik keepmimpinannya efektif n stabil
1974|netral| teilih prabowosandi ambil gaji via
1975|positif| dengar poltak kupingnya potong uups janji palsu debat semalam membuktikan cerdas ikhlas negara prabowo sandi teilih gajinya rakyat
1976|negatif| kenaikan gaji dirapel besok rezim dungu berkuasa akumulasi inflasi kenaikan gaji tekor info jeng sri
1977|positif| ahaha dikuliahin ekonomi makro
1978|positif| duluan memutuskan memilih jokowi ekonomi indonesia
1979|negatif| im just gon express confussion sige why jokowi kekeuh that prabowo and sandi ngerti macro micro economy when sandi berkecimpung dunia ekonomi all his life bingung banget
1980|netral| menang pilpres prabowosandi janji ambil gaji via netizen
1981|netral| video jokowi nilai ekonomi gamers capai belasan triliun
1982|netral| menang pilpres prabowosandi janji ambil gaji via
1983|netral| bumn kuat benteng ekonomi tusuk prabowo sandi
1985|netral| senjata pendukung paslon menyerang nawacita presiden jokowi framing beliau ingkar janji mengabaikan obyektivitas beratnya tekanan ekonomi dunia kondusif
1987|negatif| aneh sekelas fadlin zon kaya emak gawean mulut leeemeess mendukung pilihan aza segitunya kali comen wakil rakyat mencontohkan rakyat menghargai pemimpin negara
1988|netral| gaji didonasikan nerusin sekolah
1989|netral| pokok jokowi industri ekonomi digital esport mobile legend contoh industri ekonomi digital
1990|positif| kreatip nian petani turunkan harga sembako tingkatkan pendapatan petani sbg produsen rumusnya petani memdukung swasembada pangan
1991|netral| pernyataan capres bhwa kesalahan ekonomi indonesia kesalahan calon presiden petahana jokowi kesalahan presiden orang terkejut
1992|negatif| dimasalahin kampret tau wkwkwkwk prabowo pertumbuhan ekonomi digit fadli zon sulit
1993|netral| prabowo teilih presiden lakukan audit kewajibannya indonesia kewajiban peajakannya
1994|negatif| semalam jae omong ekonomi prabowo sandi senyum simpul tandanya om
1995|positif| sejarah indonesia presiden wakil presiden ambil gaji diserahkan negara dunia ambil gaji barokallah semoga amanah negara
1996|positif| yth prabowo sandy hati berkomitmen mengambil gaji teilih semoga allah menjadikan berdua pemimpin umat pemimpin bangsa amanah amiin
1997|positif| niatan memajukan pengembang lokal bagus danai riset pengembangan game game android mengembangkan ekonomi digital happynes dreadout touchten game androidnya game bkan game e sport
1998|positif| allah swt prabowo sandi msyarakat indonesia ruang seluas luasna brkomitmen brdua mengambil gaji serupiah mendptkan amanah mberikannya negara kaum yatim kaum duafa
1999|negatif| jokowi nanya ekonomi digital wadooowwwwww
2000|negatif| pakta integritas wo pulangkan nb brizik menag kilafah bebaskan ulama kriminal hpl psl gaji gadiambil tunjangan milyaran bln diambil munafik
2002|negatif| berbanding terbalik faktanya wowo sandi menerima sumbangan rakyat kampanye malu komment menerima gaji kampanye mengharapkan sumbangan rakyat
2005|positif| kejelasan gaji trkhr prabowo pemilik perusahaan perusahaan trsbt dimiliki asingg dah dipecat smua buruh diganti tka parah nantinyaa makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa
2007|positif| cebong cebong pidato prabowo menyalahkan arah ekonomi digoreng koalisi adil makmur negarawan pola pikirnya maju salah diperbaiki diteruskan
2008|netral| tutup debat prabowo sindir jokowi dana desa sandiaga janji ambil gaji
2009|negatif| denger jae gaji prabowo sandiaga diambil diserahkan fakir miskin orang kayak kekayaan nambah
2012|netral| prabowosandi komit mengambil gaji allah swt prabowosandi indonesia keleluasan komit mengambil gaji setorkan negara
2014|netral| jokowi jagokan kawasan khusus ekonomi pariwisata
2015|netral| jokowi memantabkan ekonomi prabowo salahkan
2018|negatif| beneran ambil gaji sumpah pocong sblm berjanji
2019|negatif| masuk otak jokowi nanya ekonomi digital bidang e sport peutaran uangnya hadiah e sport m pemerintah memungut pajak nonton debat perhatiin bos
2020|negatif| tema debat semalam perekonomian paslon melenceng nanyain rakyat butuh main game main game gratis
2022|negatif| inflasi ekonomi bahan dimurahin bahan dimurahin
2023|negatif| gaji diambil perusahaan pribadi untungny berkali lipat bikin mudahin orba kali sekeluarga kaya melintir
2024|netral| erizeli jely bandaro admin perbedaan sikap debat kajian debat capres jokowi istilah makro makro kebijakan ekonomi makro makroekonomi meliat
2025|negatif| debat kesalahan fatal bilang harga listrik indonesia salah termurah dunia nonton acara debat rakyat wawasannya simpati sandi
2026|netral| junjungannya ekonomi makro main mobile legend
2027|netral| gaji ambil ambil uang negara masyarakat
2028|negatif| info ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi
2029|positif| pulang lihat penampilan senang banget ambil gaji masyaalloh
2030|netral| kritik prabowo ekonomi jokowi debat
2031|positif| salahin males ngurus anak ekonomi salah persepsi anies prabowo
2032|positif| closing cetar membahana cari kerja gampang pemerintahan bersih hargaharga bahan pokok terjangkau harga listrik turun bpjs diperbaiki ayok tps tusuk prabowo sandi
2033|netral| prabowo sandi pasangan militer ekonomi sesuai kebutuhan bangsa kedepannya
2034|positif| info mantap pilih paslon bahas ekonomi makro global paslon anak bayi ngerti
2036|positif| jkw bgs mengembangkan ekonomi digital game maksud prbwo bgs mngembngkn e sport fokus prbowo prbaiki mndasar sperti pangan rakyat trmsuk gamers menikmati game sglntir pangan smua rakyat
2038|positif| capres bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan bosmu bilang salah
2045|negatif| ngapain gaji juta tunjangan jabatan beratus juta ambil yaaakan
2046|netral| prabowosandi janji ambil gaji teilih
2047|positif| clossing statement prabowosandi subhanallah ambil gaji serupiahpun gaji kaum dhuafa yatim piatu subhanallah melaksanakan pakta integritas hasil itjima ulama masya allah allahu akbar
2048|positif| yes memilih capres cawapres mengambil gaji rupiah april tps kuy tusuk prabowo sandi
2049|positif| iya ambil gaji ambilin ajudan wkwkm
2050|netral| ekonomi salah arah prabowo salahkan presidenpresiden jokowi
2051|positif| alhamdulillah smoga terlaksana cita janji ambil gaji menang pilpres prabowo bukti tulus
2052|positif| teilih prabowosandiaga janji ambil gaji tetangga sebelah mantul
2053|positif| setuju nomer persatuan bangsa urusan presiden nomer nkri harga mati merdeka
2054|positif| setuju sandi paham ekonomi prabowo paham pertahanan keamanan pas pokoknya
2055|netral| jokowi semalam esport arahnya perkembangan investasi ekonomi digital kebutuhan pangan
2056|netral| jokowi kepilih alangkah baiknya menajdikan paslon menteri ekonomi indonesia maju tos dah cocok presiden
2057|negatif| terima gaji ngeruk
2058|negatif| kehebatan seorg wowo tim ekonominya beikir mundur kebelakang jokowi tim ekonominya beikiran kedpn dpn generasi dtg tim ekonom wowo beikir menyenangkan rakyat subsidi sifatnya
2059|positif| isu dibahas pk jokowi pertumbuhan ekonomi ketimpangan diperhatikan
2061|negatif| sumber uangnya milyar dibanding wowo genderuwo trilyun manakah prajurit makan gaji negara ngumpulin duit segitu
2062|netral| pajak income pajak kendaraan pbb pajak usaha
2063|negatif| insinyur kehutanan ngajari pengusaha doktor mba ekonomi makro waras sopo tgl datangi tps tusuk prabowo sandi
2064|positif| capres cawapres janji menerima gajinya menjabat hd presiden dengar cek akal sehat prabowosandi digaji gaji presiden
2066|negatif| insinyur kehutanan bener ngajari pengusaha doktor mba ekonomi makro waras sopo tgl datangi tps tusuk prabowo sandi
2067|negatif| pilih pemimpin mengabdi jokowi ngemis gaji
2068|negatif| pesawat sewa hotel ekonomi indonesia darurat
2069|positif| menang sayang menang shg orang anak bangsa teecah benci luka sulit sembuh aremania vs bonek hargailah maju calon cawapres
2070|positif| even seumur hidup terima ambil gaji negara mencicipi jdi presiden nkri berdasarkan uu capres abadi digaji negara
2071|netral| cek fakta prabowo aset wni negeri data ditjen pajak
2072|negatif| esport pertanian ekonomi prabowo kuliahnya universitas nyambung klenger keblinger
2073|netral| tendangan pinalti prabowo pokoknya fokus pangan gizi murah harga terjangkau pertanian sbg produk unggulan negara bhs millenial egp e support jk sokan e support hrus terafiliasi produk unggul cetakcetek gadget id
2074|netral| prinsip menurunkan harga menaikkan pendapatan ekonomi equilibrium keseimbangan mudah pake logika beikir damai
2075|netral| ekonomi tumbuh gagal ekonomi pemerataan ekonomi impact pertumbuhan ekonomi pemerataan ekonomi berimpact pertumbuhan ekonomi gagal namanya
2076|negatif| emang pikirin mikir presiden kerja rakyat ind diem sby tidur mulu jokowi kerja keras dihargai mendingan bobo wowo dipilih tau
2077|netral| ml pubg dota memajukan ekonomi meningkatkan kesejahteraan rakyat
2078|netral| nalarnya dibahas ekonomi makro ngomongin mikro ngeluh harga nyambung geblek motong rumput mestinya pake cengkrong pake gunting kuku
2079|netral| prabowo strategi ekonomi indonesia salah arah
2080|negatif| ekonomi maju membangun industri game bangun esport ampun dah jokowi membuka lapangan kerja jdi atlet bulutangkis bikin pabrik alat olahraga
2081|negatif| emang lebay milenial sayangnya goblok dibantah jelasin bukti game ol pengaruh ekonomi indonesia
2082|negatif| gaji ambil kaya kmrn sumbangan dana kampanye
2083|positif| terimakasih prabowo subianto sandiaga uno salahuddin uno gaji diambil kepentingan masyarakat indonesia terimakasih terimakasih rakyat indonesia presiden indonesia adil makmur sabang merauke
2084|positif| pengakuan jujur sembako mahal kartu permintaan kartu meningkat sesuai hukum supply demand harga kartu diciptakan kartu
2085|netral| anak ibukota sarapan probabilitasnya kelg mentradisikan sarapan kelg tggjwb gub dki ekonomi bangsa
2086|positif| data coba pake analisis ilmu ekonomi maaf debatnya jokowi mah data bedain kemakan hoax sma based data data hoax hoax data menarik
2087|positif| regina kudhu pilih jokowi dibantuin jelasin makroekonomi
2088|netral| ardy merespon pernyataan dilontarkan capres berdebat kondisi ekonomi indonesia dinilainya slah bowo mengaku menyalahkan jokowi salah kesalahan presiden jokowi
2089|positif| doyan sandi bodohi simpati buktikan kerja nyata jokowi favorit ambil gaji potensi kebocoran tangan
2090|negatif| gaji pres unt beli tusuk gigi prabowo
2091|negatif| autokritik bapaknya mentri ekonomi sby presiden
2092|netral| info ps bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi
2093|positif| diharapkan karyawan meniru prabowo sandi mengambil gaji sepeseun
2094|negatif| sindiran prabowo petahana memperbaiki ekonomi negeri
2095|netral| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presidenpresiden jokowi ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
2096|netral| teilih presiden wapres prabowosandi berjanji gajinya kaum miskin yatim dhuafa
2097|negatif| info paslon bahas ekonomi makro scr global paslon anak bayi ngerti lihat belajar memahami pernyataan
2098|negatif| butuhkan harga sembako terjangkau bukam game mobile legend anak malas beljar
2099|negatif| tanda ketololan jokowi nampak debat serius urusan perekonomi rakyat bangsa pake maen bawa game bocah wkwkk tolol dipeliara jdnya dungu planga plongo bikin malu bangsa
2100|netral| penutup sandi ambil gaji prabowo sindir freeport
2101|netral| tolong bilang jokowi ngerti ekonomi tonton video bener ngerti ekonomi bantah ahli ekonom
2102|netral| jokowi esport mobile legends prabowosandi turunkan harga rakyat susah tribun timur
2103|positif| gaji hak ambil diambil hak prabowo sandiaga ambil ikhlas gaji hak
2104|netral| jokowi bangun bendungan ctk sawah tali air tingkatkan produk beras gagahan kerja bertahap bangun ekonomi dinikmati rakyat enak tekapak tangan memangnya lampu aladin
2105|netral| debat capres sandiaga referendum ekonomi jokowi langsung balikkan tangan
2106|positif| gaji prabowosandi kaum yatim dhuafa suda mantups tps
2107|netral| capres cawapres nomor urut mengkritik kebijakan makro ekonomi diterapkan pemerintah indonesia kritikan pemerintahan ri id ri amin
2108|netral| tega nyalahin jokoei rezim jkw kreatif meneruskan ekonom ekonomi pemerintah
2109|netral| jokowi indonesia negara ekonomi terkuat
2110|negatif| bohong mengambil gaji ambisi politik
2112|netral| debat prabowo dinilai hargai sby demokrat walkout
2113|netral| pemerintahan jokowi fokus pertumbuhan ekonomi berkeadilan news
2115|positif| sah suara april jokowiamin harga mati nkr
2117|negatif| sist pas debat yai ma bertekad mengembangkan wisata halal ekonomi berbasis syariah partai pendukungnya anti syariah bagiamana
2118|negatif| bilang rela gaji presiden diincer gaji proyeknya
2119|positif| kasian liat demokrat sby dicuekin prabowo pas debat jatah menteri direken smp nyalahin sby pas debat tegar ngedukung cian koalisi dianggap bangga berasa harga
2120|positif| program ekonomi prabowo sandi lbh konkret
2122|negatif| mmrintahkan personil beangkat rendah membuly uas gatot kasihan polisi alat pemuas nafsu politik jokowi gaji jabatn
2123|negatif| heran sekelas sandy bedain omongan mikro makro ekonomi kompeten
2125|netral| ps bolakbalik menyinggung deindustrialisasi menyalahkan kondisi salah arahnya pmbangunan ekonomi indonesia terlepas andil presiden sblum jokowi
2126|positif| masyaaallah kali seumur kandidat capres cawapres berjanji rakyat indonesia mengambil gajinya diserahkan negara subhanallah bergetar hati sbg rakyat indonesia
2127|positif| pemimpin karismatik prabowo sandiuno ambil gaji presiden wakil presiden allah subhanahu wa
2128|negatif| ngebanggain esport rakyat miskin susah gunanya sembako mahal tdl pengangguran fokus fundamental ekonomi lbih tusuk prabowo sandi
2129|netral| prabowosandi wakafkan gaji presiden wakil presiden
2130|negatif| import tka cina kasihan rakyat pengangguran lapangan kerja kasih asing sarjana muda indonesia pengangguran menghina bangsa menghargai bangsa rakyatnya
2132|positif| klarifikasi kebesaran beliau menghargai lawan debat
2133|negatif| jokowi bunuh nyulik ngemplang gaji karyawan masuk panama pappers digampar ipar ditinggal bini disetir adiknya ngomong ditambah
2134|negatif| gaji mah fasilitas tunjangan lainlain mah siape bener
2135|netral| kebalik ngetes ekonomi sandi
2137|netral| sesuai ht arah ekonomi negara uud protect lepas bebas
2138|positif| ekonomi sby baiknya ekonomi kena dampak ekonomi global indonesia langsung krismon fundamental dirapihin presiden harto lengser sampe jokowi
2139|positif| prabowo bicara sesuai konteks sosok prabowonya mencerna dibicarakan debat tema bahas esport temanya perkembangan ekonomi digital debat tema warkop bareng kohar
2141|positif| subahanallah bgitu cintanya negeri trima gaji gajihnya kaum duafa fakir miskin allahu akbar allahu akbar allahu akbar
2142|negatif| prabowo ngomong trus pert ekonomi mandek atw prabowo impor panen raya
2145|positif| program mantap amburadul pemungutan pajak event pemerintah dibenahi pemunguran pph pasal pph final pph
2146|netral| prabowo bicara kebangsaan menekankan cinta tanah air cinta bangsa cinta negara sandi fokus ekonomi bermuara cinta tanah air cinta bangsa cinta negara artikan dwi tunggal
2148|negatif| percaya gajinya diambil keluarganya dapet proyekan semwa jaman harto
2149|negatif| sandi ngerti banget ekonomi mikro makro prabowo jae bacaannya sinchan ipk ngerti
2151|positif| alhamdulillah sukses mudahan ekonomi syariah maju kedepannya
2153|negatif| dibutuhkan pemimpin pencitraan gaji dihibahkan kemampuan menhelola negara prabowo sandi
2154|netral| bodo generasi milineal lg kedepan industri game beutar perekonomian meningkat
2155|netral| iya paham kancah internasional liat arah menekankan fokusnya prabowo esport beliau mempersilakan vital pangan petani nelayan fokus salah dasar kemajuan ekonomi
2156|positif| prabowosandi tajir melintir gaji pres wapres receh beliau beda jae gerombolan gaji ambil impor fee impor gasak niat mengabdi tulus bangsa prabowosandi terbendung
2162|positif| setuju diakui rel ekonomi dibawah pemerintahan
2169|negatif| rakyat sulit ekonominya dongoknya mobile legend mk prabowo mengembalikannnya konteks kewarasan pertanyaa salah njing
2174|netral| jokowi pemerintah keras mendukung ekonomi digital pokok mendukung ekonomi digital
2175|negatif| astgfrlhalzm sombongg jokowi bru pemimpn gimna jilat jidat a hormari tuuuh orng tua hargai bukn sp banding beliau muuak gwa liat a
2182|positif| usaha turun memikirkan ekonomi melemah president
2183|negatif| baca temanya pengaruh game ekonomi disambungin pertanian beda tema bosque
2186|negatif| pertumbuhan ekonomi berkualitas sekedar angka presidenku
2189|positif| percaya memajukan ekonomi rakyat indonesia pengalaman beliau diragukan
2190|netral| debat presiden closing statement prabowo sandiaga uno beliau pk prabowo teilih pk prabowo mengambil gaji sepeseun gaji terima masyaallah pemimpin mementingkan kpntingan pribadi
2192|negatif| bayar pajak pribadi harta yangbterbongkar panama papers naikan tax ratio tarif bayar naikan bayar panama papers preeetttt
2195|negatif| jokowi beikir visi kedepan smentara lawan memiliki pemikiran mundur kblkang impor prioritas ekonomi digitl
2204|positif| infrastructure dsbt tiang ekonomi didalam wadah wadah trsbt bocor sumber daya manusia memadai prabowo sandi percaya harga telor gulung murah ckckck
2205|negatif| ambil gaji pantaslah buruhnya digaji
2206|negatif| mabuk menghargai hasil kerja presiden bisanya menyalahkan orang prestasinya
2209|positif| cakep orang sebelah cari gaji
2211|negatif| gaji ambil fee proyek jalan
2212|netral| ngepush gaji prabowo ngepush harga rendah
2216|positif| prabowo persis kemarin langkah fundamental memperbaiki sistem ekonomi kapitalis merusak presiden cc hilmi
2227|positif| prabowo sandi komit gajinya diambil serupiahpun mantap allahu akbar
2229|netral| ekonomi salah arah ekonomi ri menguntungkan kapitalis
2230|positif| pasangan kompak jokowi menonjolkan pencitraan sikap menunjukan kelemahannya kma semoga sabar tabah jglh harga wibawa islam sbg pelengkap
2232|netral| disayangkan prabowo presiden presiden harto memperbaiki fundamental ekonomi jokowi
2234|positif| prabowo sandi mengerti memahami ekonomi negeri tau solusinya mantao prabowo sandi
2235|negatif| industri esports billion dollars skrg dampaknya ekonomi goa junjungan pendukung katrok
2236|positif| perasaan jaman londo petani mandiri dech rasakan parit sawahku dirapiin irigasinya lumayan bantuan benih padi trus traktor jt mahal poll belipun sayang harga jtan kerja
2241|positif| ri prabowo berani mengkritik presiden salah kelola perekonomian salah jokowi lanjutkan periode
2246|positif| perekonomian masyarakat bagus jajan warung jajan restoran mall rame skr jaman modern jajan warung rb mall pake gopay rb nikmatnya salah presiden salah pelaku usaha
2252|positif| sindiran prabowo presiden fakta menunjukan era sby pertumbuhan ekonomi gdp apbn hukum adil presiden disalahkan menyalahkan penjajah belanda inggris
2254|positif| ilmuan keliatan jkw menguasai ilmu ekonomi ps akui malu malu ps mengakui carut marut ekonomi presiden jkw
2255|positif| coba pahami lg pertanyaannya jokowi kesejahteraannya developer cr mengembangkan esport ekonomi digital menyejahterakan bangsa lbh cocok infrastruktur kemajuan game industry
2258|positif| presidennya menurutku jokowi berjasa indonesia jokowi tidur hargai beliau mendukung beliau pemimpin
2260|negatif| mendingan prabowo gaji ambil sumbangin jokowi kampanye nebeng pasilitas duit rakyat mobil dinas dipake kaos penuh meluber kaos kasian mobilnya duuh
2292|negatif| prabowo bilang kehancuran ekonomi salah jokowi salah presiden wajah langsung kecut
2347|negatif| kehancuran ekonomi kerusuhan sosial
2662|negatif| kerja art pengin gaji pergi arab males
2665|negatif| yaelaaah gaji presidenwakil presiden sik seberapah dibanding planning mauk ngembat apbn pake markup proyek triliyunan disiapin prabowo ma sandi
2666|netral| bowo menyebut kesalahan arah ekonomi indonesia salah jokowi presidenpresiden coblos
2668|netral| wowo pakar kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presiden ngehoaks menyalahkan presiden
2669|positif| kejar jabatan gaji nolak
2670|positif| diangkat tema esport game mobile legends jokowi potensi suara kalangan gamers potensi ekonomi dalamnya kalah set
2671|positif| gembar gembor jae ekonomi meroket yaa allah selamatkan saudara memilih pemimpin membawa perubahan prabowo sandi indoneaia adil makmur
2673|negatif| untung jokowi bahas mobile legend semoga diperhatikannya game mobile legend rakyat makmur harga bahan pokok terjangkau pokok e hidup mobile legend kelas presiden seputar mobile legend
2883|negatif| prabowo kekayaan indonesia dikiasai elite bangga mengakui koarkan anggap merusak ekonomi kekayaan negara malu emang gapunya auto hancur bangsa
3132|negatif| prabowo bilang contohlah tiongkok tiongkok menjelma raksasa ekonomi butuh pondasinya dibangun dekade kehancuran bangsa soeharto prabowo puja dihidupkan
3383|negatif| benarkan prabowo akui president lbh biang kehancuran ekonomi datangnya ganti president
3490|negatif| poin terahir depat kehancuran ekonomi prabowo kesalahan jokowi kesalahan sby
3740|negatif| prabowo bilang kehancuran ekonomi salah jokowi salah presiden kulihat wajah langsung kecut
3843|positif| setuju fondasi ekonomi diperkuat bicara ekonomi lemah mimpi direalisasikan good point and way superb closing statement and
3844|positif| gaji dikasih fakir miskin om keren
3846|netral| program ekonomi jokowi beihak masyarakat kemiskinan diatasi
3847|positif| hatihati prabowo sandi komitmen bapakbapak mengambil gaji serupiah heheheheheh
3848|netral| sandi harga bahan pokok murah tps tusuk prabowo sandi kangen kangen member tusut mashook
3849|netral| yakiinn tuu nunggak pajaknya yaw
3854|netral| dasar negara pancasila nkri bhinneka tunggal ika uud final harga mati diganggu gugat jokowi
3858|negatif| terlampau optimis sombong takabur beliau optimis janji masalalu tercapai optimis harga sawit anjlok optimis harga karet terjun optimis optimis pertumbuhan ekonomi optimis
3859|netral| pemerintahan jokowi fokus pertumbuhan ekonomi berkeadilan
3860|positif| kalimat penutup luarbiasa prabowo sandi menang teilih presiden wakil presiden ambil gaji maa syaa allah
3861|positif| salut mengambil gaji rupiahpun amanah presiden rela berkorban jiwa raga harta nkri sdgkan pejabat serakah korupsi besaran semangat
3862|negatif| omg e sport ekonomi kreatif buka peluang orang sempit dah
3864|negatif| prabowo sandi janji ambil gajinya sbg presiden wakil presiden berani presiden wakil kepilih ngelawak
3866|netral| memimpin ikhlasan nyari gaji btul kerja pilih prabowo sandi membela negri
3867|netral| bintang debat kali jokowi sandi cucok bahasannya ekonomi pengusaha yekan
3870|positif| jokowi abis belajar makro bisabisanya counterattack pake istilah ekonomi
3873|netral| pernyataan penutup debat kev kemajuan ekonomi kesejahteraan rakyat upaya nyata pembangun bidang infrastrukur pembangunan sdm revormasi subtantif dirasakan
3874|negatif| tolong prabowo presiden bangga kuat tni indonesia minciptakan kapal selam coma menham resmikan presidennya ribuk meresmikan jln tol menghargai anak bangsa jln tol miris tni
3875|positif| sejarah capres cawapres ambil gajinya menyerahkan negara disumbangkan kaum dhuafa yatim piatu rakyat tps tusuk prabowo sandi
3877|positif| salah esport gamer profesi anak muda entereuner membut game orang berumur main game hp bayangkan main game karya anak indonesia peluang meningkatkan ekonomi
3878|positif| infrakstruktur bentuk keadilan sosial pembangujan merata kota meningkatkan perekonomian derah ininsukar terjangkau menteri jokowi hebat
3881|netral| era pemerintahan jokowi infrastruktur dibangun pertumbuhan ekonomi
3882|netral| closing statement ma ruf optimis sukses membangun ekonomi bangsa jokowi positifisme pilpres membawa indonesia puncak kejayaan sandi mengemis suara prabowo coba meraih simpati menyerang senjata hoax
3883|netral| bumn benteng ekonomi indonesia benteng goyah
3884|netral| bumn benteng ekonomi indonesia bentengbenteng goyah studi bloomberg bep penerbangan untung garuda untung penumpangnya persen untung
3885|positif| masyaallah prabowo sandi berjanji mengambil sepeseun gaji teilih
3886|positif| insyaallah prabowo sandi utang terlunasi asset negara indonesia denger perkataan prabowo ekonomi membaik mendengar penjelasan sandiaga uno insyaallah
3887|negatif| kagak ngerti fokusnya engga esport jelasin fokus pertanian pertanian loncat ekonomi esport dapet duit ngasih duit ujungnya dibilang nyambung
3889|positif| ekonomi tumbuh pemimpin jokowi
3890|positif| percaya sandi wagub beliau ambil gaji beliau sumbangkan gajinya maksud prabowo suka mengklaim hasil pemikiran ide
3892|positif| penutup jos prabowo sandi menerima gaji menyumbangkannya kaum dhuafa beliau bertekad menunaikan janjinya wayahe rabu tanggal april tps tusuk prabowo sandi indonesia menang
3893|positif| prabowo sandi teilih ambil gaji tanda kerja rakyat teilih
3895|negatif| streaming idn times narsum ngejelasin ekonomi makro mikro barusan bilang paslon ahli ekonomi petahana ngeles disinggung ekonomi mikro
3897|negatif| pokoknya prabowo kehancuran ekonomi salah jokowi salah presiden sby
3898|netral| nawacita nilai sukuses mewujudkan kemandirian ekonomi menggerakkan sektor strategis ekonomi domestik meningkatkan produktivitas rakyat daya saing pasar internasional indonesia maju
3899|positif| presiden mengambil gajinya coba keiklasan masya allah banget haqqul yakiin tusuk prabowo sandi
3901|negatif| lohh ekspor kitaaa banyakkk panen petani terbuang negara agrari full ekspor ituu bikin rugi petanii kasian petani susah payah tanam panen konsumsi knp jokowi ngmng fundamental ekonomi game gajelas akal sehatnya
3902|positif| indonesia butuh perubahan pemimpin berani prabowo sandi cocok sandi paham ekonomi prabowo berani karakter pemimpin dunia indonesia kuat unjuk prestasi dunia
3903|netral| industri kreatif salah rakyat kemiskinan cari makan salah industri kreatif contohnya esport potensi ekonominua iniloh cmon man wise
3904|negatif| gini biarlah prabowo mikir rakyat ekonomi mikro keamanan sandi mikir teknologi pendidikan kasian dibebanin joko maruf ngomong debat ngos ngosan disuruh kerja
3905|netral| akuntabilitas kenegarawan teruji menerimanya prabowo salahkan presiden jokowi perekonomian negara
3906|negatif| ngajar makro ekonomi tau bener salah menang
3907|negatif| faktanya pertumbuhan ekonomi
3908|positif| asli ngakak jokowi ekonomi digital
3909|positif| program tax amnesty diakui dunia program menyelamatkan ekonomi negara duet jokowi sri mulyani teopebegete
3910|netral| ketka dibilang mengerti ekonomi makro
3911|negatif| sandy prabowo bersedia digaji teilih emang rakyat tolol terang bedua tajir melintir
3913|positif| sungguh mulia hatinya rela ambil gaji sepeser teilih presiden orang memikirkan menerlukan didunia sampe rela apapun uang hati prabowo sandi
3914|negatif| ngerti istilah kolam lihat cina ekonominya maju ekonomi meroket nyungsep ideologinya istilah belajar negeri cina iq sekolam
3915|positif| masyaallah hati mulia teilih presiden wakil presiden berdua mengambil gaji rupiah gaji duafa negara prabowosandi mantap hati pilihan
3916|positif| kapal oleng dikabulkan dikabulkan sumbangan ajaib harga murah petani sejahtera hei oce jawabannya prabowo sandi campaign
