id|class|attribute|sentimen|tweet_asli|tweet
1730|ekonomi|gaji|negatif|Mau gaji gk dibayar seperti di kiani kertas, apakah harus pilih prabowo sandi juga.? ðŸ¤”|gaji bayar kiani kertas pilih prabowo sandi
1731|ekonomi|ekonomi|positif|Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak.Termasuk presiden-presiden sebelum @Jokowi.Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY|wowo salah arah ekonomi akibat deindustrialisasi salah presiden presiden ekonomi indonesia jokowi ngehoaks salah presiden
1732|ekonomi|gaji|negatif|pak prabowo sama sandi kalo jadi presiden janji gk akan make gajinya...gk kyk jokowaw kampanye aja pake fasilitas negara wkakwka..|prabowo sandi presiden janji make gaji jokowaw kampanye pake fasilitas negara wkakwka
1733|ekonomi|gaji|negatif|Prabowo pernak jadi ketum HKTI, apa hasilnya, kalian ngak pandai ngomong, kalian bilang ngaku terbaik, nyalahkan mantan2 pemimpin lalu, memang kalian apa rekam jejaknya, mimpin perusahan sendiri hancur, gaji dan thr karyawan ada yg gak beres|prabowo pernak tum hkti hasil pandai ngomong bilang ngaku baik nyalahkan mantan pimpin rekam jejak mimpin usah hancur gaji thr karyawan gak beres
1736|ekonomi|gaji|positif|Ayo dukung PRABOWO biar negara tdk terlalu banyak pengeluarannya krn jika PRABOWO menang tak ingin di gaji.  Sy tunggu janjimu pak Sy akan pilih km, tpi jika janjimu yg satu ini tdk kau realisasikan, maka sy org...  https://www.facebook.com/100001273636075/posts/2345809945471437/Â â€¦|dukung prabowo biar negara pengeluaranya prabowo menang gaji tungu janji pilih janji kau realisasi
1737|ekonomi|ekonomi|netral|Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mengatakan hal tersebut merupakan kesalahan semua pihak. Secara khusus Prabowo menyebut itu sebagai kesalahan presiden-presiden sebelum Jokowi.  https://bit.ly/2Z9zEiVÂ  #prabowoSalahkanSBY|ekonomi deindustrialisasi prabowo salah khusus prabowo sebut salah presiden presiden jokowi
1738|ekonomi|ekonomi|positif|"Kalo sy sih sederhana mas, sp tau yg diceritakan ibu ibu itu bukan full story. Misal, yg tiba"" bayar listrik jd sejuta krna dia pasang ac dan mesin buat produksi rumahan. Ya jelas tagihan naik. Dan itu bukan salah perekonomian, tp adanya peningkatan. Kan siapa tau gt."|sederhana sp tau cerita story bayar listrik juta pasang ac mesin produksi rumah tagih salah ekonomi tingkat tau
1739|ekonomi|ekonomi|positif|Sangat disayangkan pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn dirut & Komisaris msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.|sayang kyai ma ruf debat dirut komisaris tahan posisi debat imbang dirut komisaris orientasi pengelolan persh ekonomi sbh negara
1740|ekonomi|ekonomi|negatif|Kok gitu sih  salahkan Secara tidak langsung, Bowo menuding pemerintahan era SBY selama 10 tahun turut berdosa atas kondisi perekonomian  https://bit.ly/2GkwvoWÂ  @jokowi @fearlessdiva83 #PrabowoSalahkanSBY Seenak jidat dia|gitu salah langsung bowo tuding perintah era sby 10 dosa kondisi ekonomi senak jidat
1741|ekonomi|ekonomi|negatif|Saya simple aja sih... Harga tiket pesawat di Indonesia timur tidak turun hingga hari ini. Padahal anak buah Jokowi ngomong katanya sudah turun. Harga tiket pesawat kok naik bisa dua kali lipat? Saya korban. Makanya saya tidak mau memilih pembohong.|simple harga tiket pesawat indonesia timur turun hinga anak buah jokowi ngomong turun harga tiket pesawat kali lipat korban pilih bohong
1742|ekonomi|ekonomi|negatif|Rabu 17 April 2019 ... Di Prediksi Jokowi bakal kalah in Syaa Allah ... Penyebab utama kekalahan yaitu Pertumbuhan ekonomi hanya 5.1% , Hutang besar banget di atas Rp 5.300 trilyun , Hanya bisa berjanji tapi...  https://www.facebook.com/100004420654230/posts/1267509283406415/Â â€¦|rabu 17 april 2019 prediksi jokowi kalah alah sebab utama kalah tumbuh ekonomi 5 1 hutang banget rp 5 30 trilyun janji
1743|ekonomi|harga|negatif|Saya kasih yg mudah2 aja dulu...Naikin level ekonomi kita dulu dari 5% ke 7% , perbanyak ekspor barang2 lokal, BPJS tidak defisit, harga bahan pokok murah, pupuk murah itu aja dulu|kasih mudah naikin level ekonomi 5 7 banyak ekspor barang lokal bpjs defisit harga bahan pokok murah pupuk murah
1744|ekonomi|ekonomi|positif|Kok gitu sih  salahkan Adi Prayitno menilai calon presiden nomor urut 02 blunder saat mengkritik buruknya performa ekonomi Indonesia  https://bit.ly/2GkwvoWÂ  @jokowi @wetliar86 #PrabowoSalahkanSBY Seenak jidat dia|gitu salah adi prayitno nilai calon presiden nomor urut 02 blunder sat kritik buruk performa ekonomi indonesia senak jidat
1745|ekonomi|ekonomi|negatif|Kalo aku sih, cuma liat jokowi gak punya malu. Dia sendiri gayanya seneng blusukan, (katanya) mendengar keluh kesah rakyat... Tapi nyatanya kebijakan ekonominya mendengarkan via data dan bisikan orang dekat.|liat jokowi gak malu gaya neng blusukan dengar keluh kesah rakyat bijak ekonomi dengar via data bisik orang
1746|ekonomi|ekonomi|negatif|Kocak dah Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mngtkn hal tersebut mrpkn kesalahan semua pihak. Secara khusus Prabowo menyebut itu sbg kesalahan presiden2 sblm Jokowi @bocahsosmed @sukangetweet @saaebunglon  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY|kocak dah ekonomi deindustrialisasi prabowo mngtkn mrpkn salah khusus prabowo sebut sbg salah presiden sblm jokowi
1747|ekonomi|ekonomi|netral|Fadli Zon Bantah Pernyataan Prabowo Subianto Menyerang SBY soal Ekonomi Negara via @newsplusbahasa  http://jateng.tribunnews.com/2019/04/14/fadli-zon-bantah-pernyataan-prabowo-subianto-menyerang-sby-soal-ekonomi-negaraÂ â€¦|fadli zon bantah pernyatan prabowo subianto serang sby ekonomi negara via
1748|ekonomi|ekonomi|positif|Sangat disayang malamnya pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn lawan debat petahana msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.|sayang malam kyai ma ruf debat dirut komisaris tahan posisi debat imbang lawan debat tahana orientasi pengelolan persh ekonomi sbh negara
1749|ekonomi|harga|negatif|subsidi listrik dicabut, agar asing bisa masuk industri pembangkit listrik, pln diwajibkan membeli listrik dengan harga yang ga ekonomis, beban bagi pln dari rezim @jokowi mandataris world bank anti ekonomi kerakyatan. rakyat tanggung kenaikan listrik 300% di era presiden boneka.|subsidi listrik cabut asing masuk industri bangkit listrik pln wajib beli listrik harga ga ekonomis beban pln rezim mandataris world bank anti ekonomi rakyat rakyat tangung naik listrik 30 era presiden boneka
1750|ekonomi|ekonomi|negatif|Hahaha saya jdi ragu ama pak joko tntang pemahaman ekonomi mikro dan makro|jdi ragu joko tntang paham ekonomi mikro makro
1751|ekonomi|harga|positif|Asiknya jokowi sudah bekerja dan kerjanya bisa di nilai. Penilaian dari berbagai sudut pandang. Terserah mereka mau menilai dr sudut pandang mana. Tp hargailah pilihan orang lain dengan tidak mendiskriminasi pilihan org tsb.|asiknya jokowi kerja nilai nilai sudut pandang serah nilai sudut pandang harga pilih orang diskriminasi pilih
1752|ekonomi|ekonomi|netral|Prabowo : pak Jokowi...program ekonomi anda salah arah.....  Makanya #TusukPrabowoSandi|prabowo jokowi program ekonomi salah arah
1753|ekonomi|pertumbuhan|netral|Betul itu pak presiden,tapi apa bilah bapak dikasih amanat satu kali nanti tingkatkan kesejahteraan kami pelaut.karna tampa pelaut pertumbuhan ekonomi tidak maju.|presiden bilah kasih amanat kali tingkat kesejahteran laut karna tampa laut tumbuh ekonomi maju
1754|ekonomi|ekonomi|netral|Ardy merespon capres nomor urut 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya salah jalan. Bowo mengaku tidak menyalahkan Jokowi, namun ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY|ardy merespon capres nomor urut 02 sat debat kondisi ekonomi indonesia nila salah jalan bowo aku salah jokowi salah salah presiden jokowi
1755|ekonomi|harga|negatif|Itulah yg tdk masuk logika cebong..prabowo sandi berbicara mslh lap kerja dan harga2 bkn krna mrka miskin..mrka kaya..tpi mrka peduli nasib rakyat yg cuma krja bertahan seadanya..bgtu jgalah sy..sy peduli nasibmu saja..biar bisa hidup tdk skedar ngejar nasi bngkus.. #YourTurnBro|masuk logika cebong prabowo sandi bicara lap kerja harga bkn mrka miskin mrka kaya mrka peduli nasib rakyat krja tahan ada jgalah peduli nasib biar hidup skedar ngejar nasi bngkus
1756|ekonomi|ekonomi|netral|Pak @sandiuno dan pak @prabowo Gajinya kirim ke saya sj.  https://twitter.com/detikcom/status/1117096753759686657Â â€¦|gaji kirim
1757|ekonomi|ekonomi|netral|"Watch ""Pernyataan Penutup Prabowo-Sandi: Kami Berkomitmen Tidak Mengambil Gaji Jika Mendapat Amanah Ini"" on YouTube  https://youtu.be/HWLfxXOI5HEÂ "|watch pernyatan tutup prabowo sandi komitmen ambil gaji amanah youtube
1758|ekonomi|ekonomi|positif|Hmmm, PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY|ps bilang debat adan ekonomi indonesia sat salah salah pimpin utk mar 02 salah jokowi bos udah bilang salah jokowi mantap pilih
1759|ekonomi|ekonomi|netral|Mengelirukan persoalan ekonomi & deindustrialisasi, menurut Wowo merupakan kesalahan semua pihak  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY @jokowi @ArieKakiailatu|keliru ekonomi deindustrialisasi wowo salah
1760|ekonomi|gaji|positif|Pemimpin yang sudah selesai dengan dirinya, sudah kaya materi gaji pun tidak diambil @prabowo @sandiuno|pimpin selesai kaya materi gaji ambil
1761|ekonomi|harga|netral|Presiden Jokowi Telah membangun Indonesia Mulai dari lini terkecil. Mari kita hargai prestasi pemimpin kita yang telah membawa Nama Indonesia sampai ke kancah internasional  pic.twitter.com/1NkdBXYHqJ|presiden jokowi bangun indonesia lini kecil mari harga prestasi pimpin bawa nama indonesia kancah internasional
1762|ekonomi|gaji|positif|Di ambil gajinya aja bang,,saya pribadi gak tega kalo prabowo sandi gak ambil gaji,,ikhlas kok bang saya sebagai rakyat kecil abang ambil hak nya,, Bismilah #TusukPrabowoSandi|ambil gaji bang pribadi gak tega prabowo sandi gak ambil gaji ikhlas bang rakyat abang ambil hak bismilah
1763|ekonomi|ekonomi|positif|Ketika ekonomi makro versi Jokowi ketemu mobil legend maka jadilah stand up comedy..  #TusukPrabowoSandi|ekonomi makro versi jokowi ketemu mobil legend stand comedy
1764|ekonomi|ekonomi|positif|Hmmm, Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.|paslon 01 bahas ekonomi makro global paslon 02 anak bayi ngerti lihat ajar utk paham pernyatan mantap pilih
1765|ekonomi|gaji|positif|Gaji pokok saja yg tak diambil, atau semua fasilitas negara juga tak diambil??, Kalau cuma gaji pokok Ja cuma berapalah sebulannya pak @sandiuno, tapi kalau semuanya tidak anda ambil, baru saya akui anda itu hebat...|gaji pokok ambil fasilitas negara ambil gaji pokok sebulanya ambil aku hebat
1766|ekonomi|ekonomi|negatif|Pak @prabowo itu yg namanya ekonomi digital, tapi ada juga game yg bisa disesuaikan juga dgn bapak.  pic.twitter.com/iVx7t6DmCY|nama ekonomi digital game sesuai dgn
1767|ekonomi|ekonomi|negatif|Jangan-jangan tim penasehat ekonomi bpk ada yg ngefans sm jokowi   Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara  http://kom.ps/AFzEnaÂ |tim nasehat ekonomi ngefans jokowi sat prabowo salah presiden jokowi ekonomi negara
1768|ekonomi|harga|negatif|Awalnya Prabowo mengatakan, penyebab mahalnya harga-harga bahan pokok karena kebijakan ekonomi Indonesia salah arah. Ujungnya nyalahin SBY  #PrabowoSalahkanSBY pic.twitter.com/mu9p78oaeQ|prabowo sebab mahal harga harga bahan pokok bijak ekonomi indonesia salah arah ujung nyalahin sby
1769|ekonomi|ekonomi|negatif|Heran CNN Massive Menyerang Parbowo Sandi dengan Mencari kesalahan Prabowo dalam debat semalam Sya hanya bisa membela dan komentar dari pada junjungan elu bahas memajukan game online dikala sistem ekonomi Indonesia Sedang Urgent #HoaxJkwMenangTotalDebat|heran cn masive serang parbowo sandi cari salah prabowo debat malam bela komentar junjung bahas maju game online kala sistem ekonomi indonesia urgent
1770|ekonomi|ekonomi|positif|Pantesan ekonomi nyungsep..ngurusi mobile legendðŸ˜‚ yg gk pnting bngetðŸ˜|pantesan ekonomi nyungsep ngurusi mobile legend pnting bnget
1771|ekonomi|ekonomi|positif|Sangat disesalkan pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn Dirut & Komisaris msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.|sesal kyai ma ruf debat dirut komisaris tahan posisi debat imbang dirut komisaris orientasi pengelolan persh ekonomi sbh negara
1772|ekonomi|ekonomi|netral|Prabowo - Sandi... Menguasai & ada solusi... Untuk NKRI Harga Mati... Demi anak cucu nanti...|prabowo sandi kuasa solusi nkri harga mati anak cucu
1773|ekonomi|gaji|netral|Jika Terpilih, Prabowo-Sandi Nyatakan Tidak Akan Ambil Gaji  http://m.hebatriau.com/read-9103-2019-04-14-jika-terpilih-prabowosandi-nyatakan-tidak-akan-ambil-gaji.htmlÂ â€¦|pilih prabowo sandi nyata ambil gaji
1774|ekonomi|ekonomi|netral|PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi atas kondisi itu. Dia malah berujar salah arahnya pembangunan ekonomi saat ini tak terlepas dr andil presiden sebelum @jokowi.  https://bit.ly/2Za6qjLÂ  #PrabowoSalahkanSBY|ps bolak menyingung deindustrialisasi salah kondisi salah arah bangun ekonomi sat lepas andil presiden
1776|ekonomi|harga|negatif|Jika program anda ..menurunkan harga sembako...??  . Petani mau makan apa Sandy..??|program turun harga sembako tani makan sandy
1777|ekonomi|ekonomi|negatif|Wowo berkilah bahwa yang dia maksud bukanlah Jokowi. Yang membuat perekonomian Indonesia salah arah justru pemimpin sebelumnya. Siapa? SBY dong jelasnya  #PrabowoSalahkanSBY pic.twitter.com/cm2cBZkf0i|wowo kilah maksud jokowi ekonomi indonesia salah arah pimpin sby
1778|ekonomi|ekonomi|negatif|Ardy merespon prnyataan yg dilontarkn capres no urut 02 saat berdebat soal kondisi ekonomi Indonesia yg dinilainya salah jalan. Bowo mengaku tdk menyalahkan Jokowi, namun ini  salah semua pihak, trmsuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY|ardy merespon prnyatan dilontarkn capres urut 02 sat debat kondisi ekonomi indonesia nila salah jalan bowo aku salah jokowi salah trmsuk salah presiden jokowi
1779|ekonomi|gaji|positif|Oh iya lupa gaissss, katanya pak prabowo janji gak akan nerima gaji ya? Haha aku tunggu juga janjinyaaaaa. Happy weekend payung teduhhhh|iya lupa gais prabowo janji gak nerima gaji tungu janji hapy wekend payung teduh
1780|ekonomi|harga|negatif|Saya lebih menghargai Bapak @SBYudhoyono dan masih tetap mengagumi beliau, karna kharismatik dan kinerja nya utk bangsa Indonesia, dibanding Bapak Prabowo yg belum pernah megang pemerintahan tapi udah berani menyalahÂ²kan pemerintah sebelumÂ²nya|harga kagum beliau karna kharismatik kerja utk bangsa indonesia banding prabowo megang perintah udah berani salah perintah
1781|ekonomi|ekonomi|positif|Bisa,terbukti impor jagung turun dan impor beras juga turun. Impor garam hanya dikhususkan untuk garam industri. Pengetatan impor sehingga rupiah stabil. Ekspor semua juga di bayar dgn L/C. Ikuti perkembangan ekonomi jgn cuma bisa hujat. Hargai presiden yg sdg meletakkan pondasi.|bukti impor jagung turun impor beras turun impor garam khusus garam industri ketat impor sehinga rupiah stabil ekspor bayar dgn l ikut kembang ekonomi hujat harga presiden leta pondasi
1784|ekonomi|gaji|negatif|"Pernyataan terakhir dari debat semalam oleh pak prabowo menimbulkan kontroversi""saya tidak akan meneri gaji dari jabatan saya sebagai presiden jika terpilih,gaji saya akan di berikan kepada rakyat"",saya takuti bisa"" uang rakyat yang jadi penggantinya milyaran lagi yang di ambil."|pernyatan debat malam prabowo timbul kontroversi teri gaji jabat presiden pilih gaji rakyat takut uang rakyat anti milyaran ambil
1785|ekonomi|ekonomi|negatif|Sangat disesalkan pak @jokowi  & Kyai Ma'ruf  berdebat dg Dirut & Komisaris yg msh ingin mempertahankan posisinya. Debat menjadi tdk imbang krn penantang msh berorientasi ke pengelolaan persh dan bukan ekonomi sbh negara.|sesal kyai ma ruf debat dirut komisaris tahan posisi debat imbang tantang orientasi pengelolan persh ekonomi sbh negara
1786|ekonomi|harga|negatif|trik menurunkan harga pangan u/ mengambil hati rakyat aja, paling jg pakai model subsidi lagi seperti era presidenÂ² sebelumnya, anggaran subsidi dari hutang jg. Era @jokowi mengurangi subsidi u/ membagun infrastruktur, pemb jg menggerakkan ekonomi|trik turun harga pangan ambil hati rakyat pakai model subsidi era presiden angaran subsidi hutang era kurang subsidi membagun infrastruktur pemb era ekonomi
1787|ekonomi|ekonomi|netral|Prabowo berkilah bahwa yang dia maksud bukanlah Jokowi. Yang membuat perekonomian Indonesia salah arah justru pemimpin sebelumnya. Siapa? SBY dong jelasnya  #PrabowoSalahkanSBY|prabowo kilah maksud jokowi ekonomi indonesia salah arah pimpin sby
1788|ekonomi|gaji|positif|Uang gaji kami @prabowo @sandiuno tdk akan kami ambil..kami sumbangkan kepada anak yatim  dan kaum dhuafa...meleleh air mata mendengarnya ðŸ˜­ #TusukPrabowoSandi #17AprilPilihPrabowoSandi|uang gaji ambil sumbang anak yatim kaum dhuafa leleh air mata dengar
1789|ekonomi|ekonomi|negatif|Ucapan ataupun pernyataan Bowo mengenai kesalahan orientasi ekonomi negeri ini yang kemudian ditujukan ke Presiden sebelum Jokowi sungguh membuat luka tersendiri untuk Demokrat  #PrabowoSalahkanSBY|ucap pernyatan bowo salah orientasi ekonomi negeri presiden jokowi sunguh luka sendiri demokrat
1790|ekonomi|ekonomi|positif|THE GREAT CLOSING STATEMENT FROM THE NEXT INDONESIAN LEADERS prabowo - sandiuno  Kami Berkomitmen Berdua Untuk Tidak Mengambil Gaji Se-Rupiah Pun Jika Kamiâ€¦  https://www.instagram.com/p/BwOHbm3D8swdAso6aPSSl8pdi_85hxbTP-fg_80/?utm_source=ig_twitter_share&igshid=1v7di1ccye51gÂ â€¦|great closing statement from next indonesian leaders prabowo sandiuno komitmen dua ambil gaji rupiah
1791|ekonomi|ekonomi|netral|Orang Nganggur khan dapat Gaji..!!! dari Jokowi. Siapa yang melamar jadi Gamer..???  https://twitter.com/Hilmi28/status/1117231048998313984Â â€¦|orang ngangur khan gaji jokowi lamar gamer
1792|ekonomi|harga|negatif|Pengguna listrik 900 va juga bukan orang kaya, tapi harganya dua kali lipat dari sebelum Jokowi. Gak usah ingkari kenyataan kalau listrik sekarang memang mahal. Lagian kalau mau pasang baru gak tersedia lagi 450 va.|penguna listrik 90 va orang kaya harga kali lipat jokowi gak ingkar kenyat listrik mahal pasang gak sedia 450 va
1793|ekonomi|ekonomi|netral|Sy pikir persoalan di Indonesia tdk hanya perkara kesenjangan ekonomi dan infrastruktur. Persoalan lainnya yg lbh sederhana, yaitu mengumpulkan semangat dr magnet alami -kasur- di hari Minggu untuk segera mandi. Kemageran itu problem bangsa ini Pak @jokowi|pikir indonesia perkara senjang ekonomi infrastruktur lai lbh sederhana kumpul semangat magnet alami kasur mingu mandi kemageran problem bangsa
1795|ekonomi|ekonomi|positif|Melihat debat capres ke5, rakyat insyaallah akan pilih 02. Prabowo menyatakan ekonomi Indonesia salah arah. Rakyat mengiyakan dalam hati. Mereka belum sejahtera. Itu buktinya.  Rakyat meyakini, dengan begitu,...  https://www.facebook.com/100002930839371/posts/2133007410140266/Â â€¦|debat capres rakyat insya pilih 02 prabowo ekonomi indonesia salah arah rakyat iya hati sejahtera bukti rakyat
1796|ekonomi|gaji|netral|Prabowo Subianto -Sandiaga Uno Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  https://kamarpolitik.blogspot.com/2019/04/prabowo-subianto-sandiaga-uno-tak-mau.html#.XLKl8NSSXL4.twitterÂ â€¦|prabowo subianto sandiaga uno gaji gaji presiden
1798|ekonomi|gaji|netral|Harta banyak tapi nasib karyawan yg tidak digaji???|harta nasib karyawan gaji
1799|ekonomi|harga|negatif|Beda sama jokowi, dia gk menghargai sby, itulah mengapa sby dukung prabowo, karena dia tidak menghargai pencapaian presiden sebelumnya malah mengklaim dan menyembunyikan fakta yg telah terjadi demi ketamakan dan keserakahan rezim jokowi|beda jokowi harga sby sby dukung prabowo harga capai presiden klaim sembunyi fakta tamak serakah rezim jokowi
1800|ekonomi|ekonomi|netral|Prabowo-Sandi: 2/3 Kegiatan Ekonomi Keluarga Ditopang oleh Perempuan  http://dlvr.it/R2mh85Â |prabowo sandi 2 3 giat ekonomi keluarga topang perempuan
1801|ekonomi|ekonomi|positif|Yg dikatakan Pak @prabowo itu benar. Kita semua harus bertanggung jawab. Berulang Pak Prabowo tidak menyalahkan pak @jokowi. Pak Prabowo berani katakan Stategi Ekonomi Kita sudah arah berpuluh2 tahun.|bertangung ulang prabowo salah prabowo berani stategi ekonomi arah puluh
1802|ekonomi|ekonomi|positif|Mari kita putihkan GBK,Sebagai bentuk kesetiaan pada jokowi Amin,NKRI HARGA MATI|mari putih gbk bentuk seti jokowi amin nkri harga mati
1803|ekonomi|gaji|netral|Ada 5 kepala negara yg tidak mau di gaji dan Prabowo-Sandi ke-6 dan satu2-nya di Asia Tenggara..|5 kepala negara gaji prabowo sandi 6 asia tengara
1804|ekonomi|ekonomi|positif|@prabowo @sandiuno #YourTurnBro  Kami menunggu jawaban teriakan suara hati kami, Salam...ana pedagang daging ayam keliling yg di bulan maret ini dikenakan WAJIB PAJAK...|tungu ria suara hati salam ana dagang daging ayam keliling maret kena wajib pajak
1805|ekonomi|harga|positif|Kl sy gk perlu turun harga pak, fasilitas dan peluang2 yg disediakan skrg sudah cukup utk menutupi kenaikan2 yg tk seberapa itu,,, bhkan alhamdulillah tabungan jg makin lumayan kok, Terima kasih pk @jokowi dan tim, #RabuPutih01|turun harga fasilitas peluang sedia skrg utk tutup naik tk bhkan alhamdulilah tabung lumayan terima kasih pk tim
1807|ekonomi|ekonomi|positif|#PrabowoSalahkanSBY Semakin mantap pilih @jokowi. PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ |mantap pilih ps bilang debat adan ekonomi indonesia sat salah salah pimpin utk mar 02 salah jokowi bos udah bilang salah jokowi
1808|ekonomi|kemiskinan|netral|permasalahan di bawah tentu tak hanya pure kesalahan pusat. makanya pemerintah memberikan jaminan sosial bagi msy yg sebagian2 kecil itu. misal jika bertanya pada sosiolog, bisajadi jawabannya krn faktor individu tsb. penyebab kemiskinan tdk hanya faktor ekonomi|masalah pure salah pusat perintah jamin sosial msy sosiolog bisajadi jawabanya faktor individu sebab miskin faktor ekonomi
1809|ekonomi|ekonomi|netral|Fadli Zon Bantah Pernyataan Prabowo Subianto Menyerang SBY soal Ekonomi Negara  http://jateng.tribunnews.com/2019/04/14/fadli-zon-bantah-pernyataan-prabowo-subianto-menyerang-sby-soal-ekonomi-negaraÂ â€¦ lewat @tribunjateng|fadli zon bantah pernyatan prabowo subianto serang sby ekonomi negara
1810|ekonomi|ekonomi|netral|ya bro .. ekonomi digital memerlukan infrastruktur digital .. kalau tuk sekadar kejar belasan triliun investasi ..  dengan penegakkan kedaulatan data sebetulnya bisa datangkan ratusan triliun investasi untuk infrastruktur digital per tahunnya.  DBS SG Researched|ekonomi digital infrastruktur digital kejar bas triliun investasi tega daulat data datang ratus triliun investasi infrastruktur digital tahu dbs sg researched
1811|ekonomi|harga|negatif|Kalo aku jd pak SBY udah dr dulu keluar dr koalisi prabowo.. Ngapain koalisi tp tak di anggap.. Kyk ngga punya harga diri saja#PrabowoSalahkanSBY|sby udah koalisi prabowo ngapain koalisi angap harga
1813|ekonomi|ekonomi|negatif|Optimis gw kalo ganti presiden. Kalo msh yg ono sih mau optimis gimane org ngomongin ekonomi dia ngomongin mobile legend kan tolol|optimis ganti presiden optimis gimane ngomongin ekonomi ngomongin mobile legend tolol
1814|ekonomi|ekonomi|negatif|Jiahhhh udeh dikerjain sama Pak Jokowi kaliiii.....dan kayanya pinter Pak Jokowi ttg ekonomi digital.Boss kamu maunya yg jadulðŸ˜ƒ|jiah udeh dikerjain jokowi kali kaya pinter jokowi ekonomi digital bos mau jadul
1815|ekonomi|ekonomi|negatif|Ngomongin ekonomi digital dan saat bersamaan promosi kartu2 itu hil yang mustahal ala bola salju api|ngomongin ekonomi digital sat saman promosi kartu hil mustahal bola salju api
1816|ekonomi|ekonomi|positif|Tidak tercapai karena tidak mampu. Kemampuan yg dibutuhkan agar ekonomi Indonesia bisa 7% ada pada diri Prabowo-Sandi. Lihat saja latar belakang pendidikan dan pengalamannya dalam bidang ekonomi. Data mana lagi yg engkau dustakan?|capai mampu butuh ekonomi indonesia 7 prabowo sandi lihat latar didik pengalamanya bidang ekonomi data engkau dusta
1817|ekonomi|ekonomi|negatif|itu tol sepi boss..dan yg lewat tol itu siapa bos.ya jelas yg memiliki mobil pribadi.kalau tidak punya mobil pribadi mau lewat tol pakai apa bos.ekonomi masyarakat dulu di perbaiki bos.baru infrastruktur.|tol sepi bos tol bos milik mobil pribadi mobil pribadi tol pakai bos ekonomi masyarakat baik bos infrastruktur
1818|ekonomi|pertumbuhan|negatif|Tampak jelas bila Prabowo Sandi tidak paham ekonomi  http://negara.TaxÂ  ratio harus dibarengi jg dgn pertumbuhan ekonomi dan PDB. Bila dibandingkan PDB era orba yg berkuasa slm 32 thn msh kalah dgn pdb... https://tirto.id/prabowo-sebut-tax-ratio-orde-baru-lebih-baik-dari-era-jokowi-dl5xÂ â€¦|prabowo sandi paham ekonomi ratio bareng dgn tumbuh ekonomi pdb banding pdb era orba kuasa slm 32 kalah dgn pdb
1819|ekonomi|harga|negatif|Itu dosa Jokowi bkn urusan sy. Persoalannya P S mau menipu rakyat dgn tdk menerima gaji bagi sy sebuah penghargaan u rakyat yg mrk anggap bodoh!|dosa jokowi bkn urus persoalanya tipu rakyat dgn terima gaji penghargan rakyat mrk angap bodoh
1820|ekonomi|ekonomi|negatif|Menjelma Seperti Donald Trump #Prabowo #sandi Buat Omong Kosong Baru Yaitu Tak Mau Terima Gaji  https://www.ms-room.com/24684Â  #moreshareforum #beritaterkini|jelma donald trump omong kosong terima gaji
